unique id,name,rating,votes,title,location,date,genuinity,description
18353,Aditya Gupta,4,20,"Nice, but (read my review)",India,10-Sep-22,Verified Purchase,"Nice  product,# But  minecraft is very Lage (after using normal rtx normal). Battery 🔋 is very poor quality(in gaming time).#. Normal lage problem in video editing (Filmora 11).#. very low low lage in coding.#. Charging time very high✓But speeker in very very very nice.✓Display quality is nice.✓best for office use and personal work.✓ms office is work very nice.✓normal medium grafix game rue very smoothly.✓multitasking nice.✓boot time 7-8sec. This is very nice 👍😌✓very nice look✓ descent camera quality 📸📸But this price range this is the very good choice.But graphics card 30 60 ."
18052,Vishal,4,10,great battery,India,05-Aug-22,Verified Purchase,"I got one with dead pixels so I requested for replacement. They arranged inspection twice but no one came for inspection and they marked as inspection completed. I contacted with amazon customer care, they registered compliant against them and processed my replacement. After a painfull process they finally replaced it. They were very polite.Screen wobbling vary from laptop to laptop. The previous one i got had tight hinges and didn't wobble at all. But the one I have now have wobbling issue If i sit under fan.It wobble only under fan or cooler.I use it in power saving mode with 0 brightness with 7-8 tabs open in browser, vs code, android studio.It gives me 6 to 8 hours battery backup. And when i only watch videos it gives me 9 hours backup.I haven't tried gaming on it so cant say about that.If you want good battery backup then always use it in battery saver mode."
19126,Akansha,5,,BEST QUALITY,India,17-Jan-23,Verified Purchase,BEST QUALITY
20382,Amazon Customer,4,7,Above average laptop within 60k range,India,24-May-22,Verified Purchase,"Gaming - 10/10,  fps in most latest welldemanding games is well above 50 range. Thermals- 5/10, in ambient room temp of 35-40+ range the thermals are below average only while playing games like red dead redemption 2. The gpu temp touches 85+ degrees c.  But if you have AC room that is not a problem. In the long run the gpu life is affected a lot by high temps. So better thermals would have been appreciated here. But whilst idle, the thermals are good enough. Roughly in the range of 50-60degrees c. Fan mode doesnot help much if your ambient temps are high. Rx 5500m is very close to rtx 3050 without dlss of nvidia. Ofcourse after dlss rtx wins easily in supported games.Battery- 10/10, easily getting 8-10hours of backup surfing web and watching videos..and Charging is very fast.Display - 7/10, just above average and what you expect from this range gaming laptops. 60 hertz is just okay. Not extremely enjoyeable multimedia experience.Sound speakers- 6/10, average again, with vlc you can increase to 200% volume  but it can damage the speakers in long run. Earphone sound is great.Camera-5/10 , just average class.Overall performance- 9/10, great performance  in totality. And best to get it on sales when it goes as low as 55k range.Overall can't go wrong with this in the 55k range."
17049,JvD,3,2,OK-OK Laptop,India,13-Nov-22,Verified Purchase,"I was initially happy to get this. I did upgrade the RAM to 16 GB because 8 GB was too slow for me.Even after upgrade of RAM, I feel the laptop lags at times and I think it is because of Windows 11 which is crap in my opinion.  Overall an okish laptop for the price.Pros are Windows 11 licensed edition along with Microsoft Office lifetime license. Processor is decent enough. Price was decent got at 50k package. Gets windows update frequently.Cons are Battery life is so bad at times gives 1.30 hrs for processor-intensive tasks and 4 hours plus for normal web browsing.  Wifi keeps getting disconnected at times, not sure if this is an issue with Windows 11 or the hardware but disabling driver and enabling fixes the issue, so looks like a driver issue somehow.Screen wobbles if you are carrying that is not a big issue as long as you are not running with it the screen open."
19612,ROHITH AJITHKUAMR NAIK,4,7,Minimalistic Design but the real beast is inside 😈,India,07-Apr-22,Verified Purchase,"The media could not be loaded.
                



 I have been using this laptop for 4 day's had great experience while using it after a complete windows setup and driver's update, but for the driver's update for amd ""CPU+GPU"" driver's pls use AMD-Adrenalin software so that the graphics driver's are upto date and by this your experience will be lagg free for normal and especially for gaming and the battery life is to significantly improved .This type of Performance is top-notch for the price to performance ratio in this laptop .No heating issues at all while gaming ""Game name-Genshin impact"" at high settings the temperature went upto 83 degree Celsius with fan speed at Max and cooled down soon as the game is closed. The room temperature was 27-28 degree Celsius and still had great thermal efficiency nice work HP-VICTUS. The game was played on charging for 2hrs  continuously.People were talking about screen wobbling issue yes it has screen wobbling  but it's not an issue actually due to bigger screen it wobbels but yes HP-VICTUS Engineer should look after it but the hinges are good, That's why if the screen wobbled with the movement of hinges then it would be a problem but the hinges are tight just the screen itself wobbles so no need to worry about this screen wobbling ✌️.Keyboard and trackpad are good and responsive so good for it and fast boot speed ,The only thing is the camera quality it's poor it's ok not an great issue but it's competitors has good one so that's the only con of it.So the final conclusion for this laptop is great you can go for it without any hesitation ✌️💯And it comes with the free x-box game pass and Microsoft office lifetime validity for free ."
19945,JOYBOY,3,10,Good laptop,India,20-May-22,Verified Purchase,"Good laptop for heavy and normal uses I got it at ₹- 41150 😎after exchanging my old laptop,but I have to return it because of the battery drain suddenly and game keep crashing in lowest setting possible at price 41k this laptop is superb for gaming and editing ,Ibwant to replace it but replacement not available so I have to return it.😃If u are worried about screen wobbling the u should not have because unless u use it in your lap it doesn't noticable and u can't use it in your lap for long time due to its more than 2kg weight, so don't worry.😔Screen resolution needed to be more because of 16.1inch panel the pixel density become low so you have at least watch at 1080p minimum for satisfying results in Full screen,my unit has thermal issue😔Camera 📷 quality is very bad it's .9mp although it's look like because of the 1080p 16.1inch large screen it's look worse than it is in original👍Pros-awsome keyboard ,5600h is extremely  powerful for day to day use,all ports  present, good for editing and professional  use, large trackpad ,150 watt charger,70  watt-hour battery,extra slot for SSD and  Ram upgradation future proof, although  it's plastic but of very  good quality,flex  minimum👎Cons-speaker output low, screen quality is  very.  charging time more than 2hr with  150 watt charger,vents are smaller  although it looks like big only the fans  have cutout , 📷 camera quality is very  poor not usable enough to video call,Honestly at the price I buy this laptop it is a beast and no one come close in competition I m going to buy it again waiting for the price drop to 55k😀 and if u want to play game game  must  buy another 8 gb ddr4 ram for best experience"
18984,Amazon Customer,3,,Only a glimpse of gaming laptop.,India,25-Oct-22,Verified Purchase,The good: -(1) looks good and has a good ventilation.(2) performance is very snappy.(3) good battery life for very basic use like Microsoft excel. It lasts 6-7 hrs on it.(4) charges fast.(5) keyboard algorithm is very good and the toughpad is big and very useful.The bad and the ugly:(1) 100% of battery will only last 20-30mins max on gaming. And so you have to keep it plugged.(2) power on the laptop and launch the game immediately and the game will lag/stutter for 10mins. Idk why... Even i upgraded the ram to 16gb.(3) built quality is descent but the plastic edges may hurt yo sometimes.(4) screen wobble may annoy you.(5) screen bleed is ugly.(6) sound quality is good but B&O but the volume is very low.. Bottom firing speakers with pure treble. Not even a trace of beats in the sound signature... Not idk for what reason the audio output from aux is very poor.. Mono like sound... With no bass!.(7) will not be a good choice for Gaming as the performance fluctuates while gaming.
16850,Amazon Customer,5,6,Great laptop at 55K,India,05-Aug-22,Verified Purchase,"I recieved the product which was manafactured and shipped in Jun/22. hence a few surprises contrary to other old reviews.Bought it at 55k during prime day sales.Good things about this device :1. Windows 11 out of the box with almost everything up to date2. MS office 2021 lifetime license3. 512GB(477GB) Samsung(or equivalent) TLC NVme SSD(3500Mbps seq read/writes)4. 8GB DDR4 RAM single channel 3200MHz5. AMD Ryzen 5 5600H (upto 45W TDP)(7nm)6. AMD Radeon RX5500M(4GB) (45-80W TGP)(7nm)7. 4 cell 70Wh battery.8. Great selection of ports (3x USB 3.0,1x USB typeC, 1xHDMI,1x RJ45,1x full size SD card reader, 1x audio jack)9. Screen is definitely big at 16.1 inches10. Feel and finish of the top lid and interior is better than many other laptops (try it out in an offline store first)Compromises you have to make :1. Screen is 60Hz, but an IPS one not a VA panel2. Audio processing and tuning in windows is not natural, the moment you start listening to something, it feels artificial.3. Heavy laptop at 2.6 KG4. Laptop heats when pushed and might even throttle during summers, cooling solution is decent but not extra ordinary.5. Screen wobbling only when directly under a ceiling fan.6. Webcam is average.7. Trackpad is decent(better buy a mouse )8. WiFi card is decent but not the best one.But at 55-60K this laptop justifies its price very well.Update:After adding an additional 16GB DDR4 RAM, the performance is on another level. Games get some extra FPS, more apps remain in memory."
18508,Shibashish behera,5,7,Grab the deal! Little beast is waiting for you.,India,06-Aug-22,Verified Purchase,"This HP victus ryzen 5 5600h with Radeon RX 5500m is the deal of the decade!It's a little beast in productivity and gaming including as follows:-1. Preloaded with activated windows 11 home 64 bit (no worry of upgrading from windows 10) and MS office home and student 2021 for lifetime. (Activation is required at the time of opening any ms office app).2. 70 wh battery with 150 watt fast charger is the cherry on top.3. Beats GTX 1650 and his big brother GTX 1650 ti in upper hand.4. Big track pad provided by HP.5. Wobbling is there, but not noticeable doing any work as told in market.6. 8 gb ram in single slot (1×8), upgradable upto 32 gb in dual channel memory (2×16).7. 512 gb nvme m.2 ssd boots in 3-4 seconds in blazing speed. 1 empty slot is also provided for future upgrade, total 2 TB can be upgraded by removing 512 gb ssd already installed.8. Have to do disk partition of 512 gb ssd by own, not a big deal.9. 60 hz ips 1080p panel is provided with antiglare or matte finish, very low as compared to 144 hz refresh rate provided GTX 1650 and GTX 1650 ti victus model, but it's acceptable. (can add external monitor with high refresh in future).Lastly, I would say as the owner of this particular model of HP victus, this is the complete package provided by hp in the sense of productivity and gaming, if you are getting under INR 55,000, grab it otherwise it's too late or out of stock or even in existence."
18862,Ranjan Gupta,5,3,Top notch performance,India,28-Dec-22,Verified Purchase,The performance is very good. Value for money.There is no heating issue till now. It runs game without any lag and throttling issues. 🔥 It's a beast for it's price.
18874,Akash Mishra,5,3,Best laptop in this price range. Guys go for it,India,26-Dec-22,Verified Purchase,Best laptop in this price range. Guys go for it. If you want best performance best gaming best multitasking... Vowel is an issue but not that much issue it have
20428,Dheeraj ,5,3,Vitus,India,03-Jan-23,Verified Purchase,"Overall, it's worth buying just a battery issue (battery drains very quickly) and has some small bugs."
19826,AbhisheK C.,4,,Webcam quality is not good,India,23-Oct-22,Verified Purchase,Apart from camera side and also 60hz refresh rate this peice is master blaster
18126,ANSEL SEBASTIAN,5,,"Screen , trackpad , hinge",India,23-Dec-22,Verified Purchase,"The display and track pad is perfect, but the screen hinge is not tight enough so that it may swing unnecessarily."
17195,seethagari jaya krishna,4,4,Good for gamer and student,India,03-Sep-22,Verified Purchase,"This laptop never disappointed me in any aspect leaving its 2.25 kg weight. Its look, performance, display, charging and speakers good for me as this is my first lap. It is overall a year completed. Still victus lap is working awesome in all aspects. It is a laptop for those who need a laptop with a gaming features but with student lap looks 🙂. I love this laptop simply"
19655,Deepak-Mech Er,5,2,Premium Laptop from HP,India,28-Nov-22,Verified Purchase,"Good HP Laptop with this price Range. It is working good as per its configuration. Feel more weight compare to my Lenovo. But keypad and other functions are excellent. The only issue frequently I am facing is, Wi-Fi disconnection. There is frequent wi-fi disconnections are there. Finally I changed few settings and then now its working fine. Overall it is good and powerful laptop from HP."
20088,Dileep Muralidharan,5,One,Awesome,India,27-Dec-22,Verified Purchase,Like it very much at the first usage. Will review after some days....
19366,Priyash Kumar,4,2,Good laptop and battery very nice battry backup with game play 4.5 hours,India,06-Nov-22,Verified Purchase,The media could not be loaded.
17534,rishi,5,One,Best all rounder at 56k.,India,19-May-22,Verified Purchase,"Bought this at 56k (55990) and it probably was the best deal at the time.Pros :Ryzen 5 5600h (45w TDP) (No throttling)Great ThermalsFan Control through omen hubRX 5500M (65W TDP)Great SSD (WD) read/ write over 2800 MB/SGood Screen (as per 45%NTSC) Colours are faded as exprected but can be improved a lot through Radeon software.Awesome BATTERY LIFE ( after turning down brightness to 50% and turning on battery saver mode ( impt) it won't turn itself on , you have to do it from the settings , i could easily get 9-10 hrs of web browsing , reading PDFs etc.Great Port selection ( No USB 2.0 crap) and HDMI 2.1Gaming performance ( Witcher 3 (Ultra) 40-50 FPS ) Forza Horizon 5 High (50-60 fps) Just Cause 4 ( Ultra) (50-60 fps) .Temps : ( AC room ) CPU - 70-80 C GPU - 60-70 . You might get higher without AC.CONSFans get very loud ( But if you use headphones you won't notice)Screen Wobbling ( Dont buy If you will be using under ceiling fans ( It wobbles and it's noticeable , but if you keep it on a table with support from the wall , it won't wobble ) so it kinda depends. Doesn't bother me tho.Tons of bloatware ( Can be uninstalled but still)Backlight is kinda bright and distracting ,option to reduce its brightness should have been provided )Overall a great purchase for light gaming and all other kinds of stuff at the price at which I bought it. But if you are looking for heavy futureproof gaming this might not be the device  for you look for 3050 /3060 models"
16866,Online Customer ,5,2,Absolute beast!!,India,01-Oct-22,Verified Purchase,"I received 2 days ago.... fabulous product.Pros.- • Internally very strong  (CPU,GPU,RAM,SSD, Wireless system...)  • Loud and clear speakers  • Display colour optimization  • Professional looksCons.-• Camera is 👎👎(but considering gaming  laptop... ok)  • There is no battery charging  limiter upto 80%.(It has only some regular battery health care feature)**Display sharpness is average (Same 1920×1080 is used in large 16.1 inch display).70 Whr battery life is good (7-8 hrs in normal use).This dude is heavy....  But everything is justified looking at the performance.Who else gives this much in this price (I bought at 51k ... including bank discount)....Super purchase..  Just go for it...."
20275,Juned Khan,4,One,Just two words for this laptop-Very Fast (booting/processing/data handeling-charging),India,27-Sep-22,Verified Purchase,"Features are great but a lot heavy to carry anywhere or put it on your lap , heating issue is there , these two significant cons otherwise a great laptop."
17156,Girish Karikatti,5,4,Powerful and lower price,India,08-Oct-22,Verified Purchase,"Overall a good product. Go for it without any doubts! Performance is best, no major issues encountered.Their is some glitch in wifi connectivity but restarting once will get it on the line and works perfectly for weeks together without this issue.Pros- 1. Best for Engineers especially designers and mechanical domain which have heavy softwares.2. Free windows 11 and MS office makes it a great deal.3. 12cores are great for quick tasks.4. Graphic card is decent. All rendering tasks are quick and without screenlagCons-Add-on RAM or SSD is required as the basic one will be short for heavy softwares.Go for it if the pricing is less than 61K"
18595,Mohammed a.,4,One,Worth,India,27-Sep-22,Verified Purchase,Laptop is okBut i had some problems with warrantyThe delivery agent is very very carelessProduct came in broken outside coverBut Laptop cover is okDelivery agent was very rude.
18410,Joel S.,4,One,An excellent all rounder for the price!,India,30-Mar-22,Verified Purchase,"Pros:-performance is on point,gaming or otherwise-battery life is half decent,can last 6hrs or more if you're  just watching movies or browsing the internet-display might not be too great specwise but it's actually very good in practice-the build quality of the chasis is solid-the trackpad is large and very much usable(full sized keyboard too)-ports!ports for days!!-the screen wobble that some have complained about is practically unnoticable unless you're activelyy shaking or moving it-looks quite classyCons:-The device has no mux switch which means no rsr or anything like that-the speakers are not all that great,nor do they get that loud-the keyboard has started making wierd noises after just a week,will update if it fails-minor gripe but this came with windows 11 even though the amazon page says win10-Could not activate the free office,no support from hp either-camera is plain garbage,worse than others I've tried at this price pointverdict:Has some minor issues but overall,the best bang for your buck at this price performance wise"
18155,Piyush,3,3,Hangs for 1-2 seconds,India,28-Sep-22,Verified Purchase,"Update after 1 week:Battery is good for professional use: MS Word, 5-8 PDFs, Edge browser, WhatsApp app.Display is slightly yellow in tone. Didn't test outside.Speakers are good for internals and it will work.There is some hanging issue when I click on battery icon or when I go in a folder and right click. Then the mouse hangs for 1 - 2 seconds.There is ZERO heating issues for a professional use. I can even use on my lap for some time.Screen wobble is ZERO in my case. I believe I received a good unit. Haha. It is normal wobble that you will even see in MacBook also.Screen opens with single hand is a beautiful feature.Will update review after 1 month now.--Been using for 2 days now.Battery looks good (6-7 hours on my professional usage)It hangs for 1-2 seconds when I click on battery or other iconScreen is yellow in tone"
18596,Irshad Haq,4,,It is a beast,India,06-Oct-22,Verified Purchase,If you're not a beginner gamer then go for it. It is a beast😈😈
17429,Rahul Chauhan,4,3,Premium build quality Looks and feels Sturdy,India,24-Sep-22,Verified Purchase,Delivered on time very good packaging by amazon product looks and feels sturdy will post a complete review after using it for about a month
19991,Sreedhar,4,One,Class out side Beast Inside.,India,25-Sep-22,Verified Purchase,This laptop disconnects wifi connection without  intimation. Screen beelding issue. The major problem that i have faced in this laptop
19802,ASWIN C.,4,7,GPU DRIVER ISSUE ON MANY GAMES!!!!! PLZ NOTE THAT ONLY 7.3GB RAM IS AVAILABLE FOR USE,India,22-Jun-22,Verified Purchase,"The HP bios wont let you reduce the reserved ram for integrated graphics, which is locked at 512MB and another 140mb for hardware , which leaves only 7.3GB ram for OS use , I wont forgive HP for such bad bios feature , meanwhile ASUS and DELL laptops have these features , Rest of the aspects are all GOOD. screen wobble is not really an issue like others are saying , good keyboard and bright backlight , good for mid range gaming. HP has always been against power users. WiFi card don't have good drivers for linux. One plus point is a large trackpad."
18230,jitesh,5,One,very much satisfied with the laptop,India,06-Oct-22,Verified Purchase,"using it since a month, this is an amazing machine. Got it in 48000.i am using it in all possible ways. sometimes play games in it, never lagged a bit.i am using it professionally also great typing experience .for the maximum time i open two browsers and minimum 4-5 tabs in each browser never got any problem.if this laptop falls under your budget definitely go for it.i cant compare it with other laptops as in this budget i wasnt getting any other laptop with simmilar specs."
16427,Vikas Verma,5,2,Only gaming laptop in this range with good battery and speaker.,India,04-Oct-22,Verified Purchase,"I got this laptop @ 47k in BBD. My laptop had screen bleeding issue so requested for replacement and amazon delivered new laptop within 2 days. New one doesn't have any bleeding issues.Everything is good in this laptop, except camera and cpu temperature reaches 90℃ while playing games. If you want to play games use cooling pad.Bhai koi bhi agar laptop le rhe ho to screen bleeding test aur dead pixel test jaroor krna.Agar sirf gaming ke liye hi lena hai to is range me jo dusre laptops hain unka gaming test jaroor compare krna."
19594,Abhishek,4,,Overall a decent buy...if you are not a hardcore gamer then you can buy it and you won't regret,India,04-Oct-22,Verified Purchase,Not for high end gaming or gaming for long durations.
19095,Karthik,3,,Don't go for it.,India,07-Oct-22,Verified Purchase,Likes:Everything looks perfect in terms of specifications mentioned on product.Dislikes:Screen wobbles too much even from the fan air.Not satisfied with the performance.Battery draining so fast.Cpu and Gpu getting so much heat even when normal usage.Takes too much time to load all the applications on windows screen once powered ON.Wifi getting disconnected frequently.Camera not at all good quality.Sound wise it gives average sound.Sometimes task manager itself is not responding.Please don't get fooled like me by seeing only the specifications on product.Go through all the reviews posted by the customers who bought it and regret it instantly. Go for some other products. Thanks.
17048,sanju,4,2,Nice,India,07-Oct-22,Verified Purchase,Nice product.
17421,review,4,,if under 55k then its a good buy,India,27-Sep-22,Verified Purchase,
18111,Sakthivel,4,4,I liked the product but it's very heavy.,India,12-Aug-22,Verified Purchase,"I returned and got a refund.The laptop is really good if you put this on a table.But its really heavy, i wanted to do some coding and traveling too. So i got a refund and went for  laptop with less weight and good portability."
19274,aman patel,4,2,Speed of of this laptop is very fast,India,29-Sep-22,Verified Purchase,
16849,Priyanshu Pandey,4,4,Amazing laptop,India,13-Aug-22,Verified Purchase,"This laptop is just amazing but the battery life is too bad, battery life is not that good, you get an amazing gaming experience in it, so if you are a student and do little bit of gaming then this is for you"
20445,deepak ,3,One,Screen bleedi issue,India,19-Oct-22,Verified Purchase,Screen was bleeding in replaced laptop i contacted to hp service centre they have only one Authorize service centre no response from their they are not pick up the call . Think twice to buy this laptop my new laptop had screen bleeding and i replaced an another laptop same issue in replacement laptop not responding hp service
19053,Srigola,2,,"WIFI issue, Mother Board changed, SSD changed..",India,06-Feb-23,Verified Purchase,"Wifi drives changed, Motherboard changed, SSD changed, RAM changed, still issue not sort out from 30 days. Laptop purchased on 24th Sep 2022, day 1 WIFI issue, Windows update error technician suggested to change motherboard, still issue not sort out again they change RAM not sort out finally SSD changed still system issue not sort out."
19762,Placeholder,5,2,I can't set the brightness of the keyboard only on and off but not a big deal,India,17-Nov-22,Verified Purchase,"The media could not be loaded.
                



 Satisfied with the product battery life is good 5to6 hours and multitasking 3t04 hours display quality is very good pure ips not thats cheap ips level panel that's why I bought this laptop there's a lot of gaming laptop comes with ips level panels that's it"
18736,Amazon Customer,4,14,Best laptop at INR 56K(Review after 1 month of Usage),India,14-Feb-22,Verified Purchase,"I have purchase this laptop for Coding + Video edition + Causal gaming.Pros :AMD Ryzen 5600H is best. Fast processingBoot timing is 8-10 SecNo heatingNo Fan noiseSound is goodWindows 11 is updated and running smoothlyGot the MS office 2019 license versionKeyboard is good for typing/Display is goodCons :-Heavy in weight (2.48Kg) --Internet issue - Sometimes, when you hit any website  it will not launch that website. I  am not sure the root cause of this issue . It may be the home wifi issue or laptop wifi card/update issue. (Please check other comments if someone had faced the same).-Ram is using 6.5 GB out of 8 GB (only few s/w install, better to add 8 GB RAM)I got this laptop at 56200 with SBI card offer"
16489,Pankaj Mali,4,3,Budget gaming laptop,India,26-Jul-22,Verified Purchase,I am using this laptop since last month. Overall laptop is very good in this budget with high specs. Battery life on normal use will give you 6hrs+ life. But while gaming it will last only 1-2 hour. There is some screen wooble issue. Other everything is perfect in this segment.
20130,Abhishek,5,6,All AMD laptop running amazing with GNU/Linux,India,09-Jul-22,Verified Purchase,"Using for more than 2 months no issue. Currently, I dual boot with OpenSUSE tumbleweed and Windows 11.I really liked the screen even if it's 60Hz but great for me. Great battery life for a gaming laptop about 3-6 hrs normal work like browsing and 8-9+ hrs reading pdf without internet (BTW I play Dota2 ;-) but its always plugged in. Its obvious bcz you are using a gaming beast).Processor is also based on Zen3 architecture with 6 physical cores (12 virtual cores) and it's a desktop grade processor 'H series'.Just one problem if you are using the laptop on unstable surface it wobbles but on a sturdy place it doesn't.Its true it also wobbles with wind so keep it away from direct wind (like fan).I think the thing I need to update is to add RAM (2 same stick bcz I want the benefit of dual channel ;-)IO is also great."
16859,Subham Sekhar Majhi,5,,Best for Engineers,India,15-Oct-22,Verified Purchase,Highly Recommended forEngineering Students & Office user1.Graphic designing2. AutoCAD3. Simulations4. Software developer5. Video editing OpBest in budget 💖 it.Camera is great for video conferencing but not for teaching content onlineI didn't play games so no comments on it..Performance wise it's the best deal in 52k.
18101,Swatantra Dwivedi,5,,Superb Product,India,12-Nov-22,Verified Purchase,"I have been using this laptop since more than 9 months Quality is great, The only issue i had is till now touchpad issue which i never used it really. Battery Life is good & Screen quality as well"
16521,Harsh Srivastav,3,One,"Screen wobble is an issue, Radeon dedicated graphics are bit low quality than GeForce",India,01-Sep-22,Verified Purchase,"Bought this for 55k, but returned it.I kind of regret returning,but here are some reasons why.Radeon Rtx5500m Graphics are not really compatible with some games out there like God Of War, better go for GeForce.The screen wobbles a bit more than acceptable to me. U can go watch some reviews on YouTube, it's not a very big issue but in long run it can become one.I played for 1.5-2 hrs God Of War, then the battery drained, so the battery is actually good. 70Wh is not usual.Hands down to the Bang and Olufsen Audio. Awesome 😎Display is great. Camera is decent.All in all, it's a decent buy. Hope HP fixes the screen wobble issue, then I'll buy it again"
19170,Aravindan,5,5,Perfect budget gaming laptop,India,13-Feb-22,Verified Purchase,"I have purchased this laptop on December 2021. I was in the limited budget of 60k but I liked to buy the 1650 variant but it costs extra 5k... So I bought RX5500M variant and my decision was satisfied. Laptop performance is better. I have completed God of War 2018 PC with this laptop and streamed it on YouTube without any issue. Faced frame drops on some places but that's normal for this budget.Display is only 60Hz, it's a drawback for hardcore gamers. If u have a planning to upgrade it with external monitor, it will not be a issue.Only one negative point I was faced is with Amazon delivery. Even though the product is absolutely fine, the packaging is worst. They haven't even packed, they just sent it with the laptop box by sticking the address itself. There is no extra packing from the vendor side. While I'm unboxing it I found a hole on the pack and shocked but thank god laptop wasn't damaged.I know I can replace it with Amazon policy but still it will take another 7 days to get a new one that will be a disappointment for me. I think it was shipped from Lucknow and delivered in Chennai in a week.I suggest Amazon and vendor to be more careful on packing.Once again thanks for this product Amazon. Because this model is only available on Amazon and I can't any where in offline and online stores."
18621,Mann,5,2,THIS REVIEW IS AFTER 1 MONTH OF USAGE,India,08-May-22,Verified Purchase,"The laptop is nice but dude trust me it is not worthy of paying 60,000, as i have purchased for the same price ,in terms of performs it has a AMD processer hence hats off to the performance . Battery life is also good so far according to my observation ,by just browsing or playing videos on youtube it provided around 6-7 hrs of battery backup ,trust me it is more than enough for a gaming laptop . If you want to purchase for rough use ,you can definitely go for asus tough .THE PROBLEM I FACED WAS ,IT JUST SHUTDOWNS AT AROUND 10%, WHICH I DONT THINK IS NORMAL, SO FAR I THINK IT IS BECAUSE OF HEAVY PROCESSOR OF THE SOO CALLED GAMING LAPTOP. IF YOU EVER VISITED YOUTUBE FOR THE REVIEW OF THIS LAPTOP , THE MENTIONED DISPLAY WOBBLE , YES THEY ARE ABSLOUTLY RIGHT ,EVEN I HAVE FACED THE SAME PROBLEM ,WHICH SHOWS HP POOR QUALITY ,WHICH IS SERIOUSLY NOT EXPECTED , The charger is very fast , It takes just 1/2 hour maximum to charge from 0 to 100 .OVERALL ITS REALLY AWESOME, thankyou"
17190,GAURAV PATIL,5,One,Best Laptop for editing and graphics designing,India,05-Dec-22,Verified Purchase,It’s much more cheaper than the off-line market.
16613,A,4,5,Awasome laptop in this price range,India,15-Aug-22,Verified Purchase,I got this laptop for 54900 during freedom sell.In this price range it is awesome laptop.Screen wobbling issue arises sometimes (Screen looks like dispersed by 1 to 2%).Others all features are fantastic.
19909,Amazon Customer,4,6,Good laptop for 59k,India,06-Jan-22,Verified Purchase,"I got the all amd one for 59k with a logitech g402 for free.Pros:-Upgradable ssdupgradable ram71 WattHour batteryGood selection of portsRx 5500m graphics are better than 1650 and 1650 ti which are at similar or even higher price points.Large screenLarge trackpadBacklit keyboardCons:-60 hz display, okay for single player aaa titles but not for esports like csgo, valorant.Low peak brightnessInfamous screen wobble but not to worry about if you just keep it on a desk.Its main competition is msi bravo 15 and anf msi gf63 with 10500h and 3050,although the latter has only 40watt tgp gpuIf you dont nee 144 refresh rate , want larger battery and good aftersales service go with victus. if you want 144hz dispaly but can do with a smaller battery, then msi bravo 15 is a cheaper option"
19687,Sanjeev Kumar,4,5,Good product but delivered agent was very careless.Thanking you.,India,16-Sep-22,Verified Purchase,📷 quality not up to the mark.
18742,Verified customer,5,4,Impressive,India,11-Feb-22,Verified Purchase,"Got my laptop today!Things I have noticed1. Great screen - for coding, media consumption gaming although its 60Hz but its good.personally I would prefer choosing 60Hz (compromising battery for Visual pleasing)2. B&o audio settings are also reasonably good.3. keyboard and typing experience is good but i am still getting used to it, I am scared of hitting the powerbutton which is rt above backspace key so I am pretty much scared to use them..(Refer the pic)4. Really liked the trackpad on this device.Super5. it feels fast but yea to write a review about its performance in the very first day is quite independable.6. Havent tested any games, I know it will work most of AAA title games with its full swing, but i am slightly concerned about RX5500m used for constructing machine learning models,..And there are obviously certain applications which has an NVidea autonomy over them.7. Wobbling...its noticable but trust me it ll not intefere with your work...hinge feels safe and 'V' logo is charming.8. its a bit too heavy; like other laptops in this catogory.9. Expandability and upgradability are soothning.10. Battery bakup -dont know🤷‍♂️ but yea 70whr battery could be a thing for you.Mini Omen but Value for money is simply superb.....I wish i get it for 56k....(got it for 60k)i ll surely update about anything else if its concerning."
19144,Gurudatt Shahane,5,One,Good product,India,12-Aug-22,Verified Purchase,Great product with great specs but It's thermal design is not quite good because if I run heavy games processor heats up quickly to very high temperatures. In MSI Bravo 15 with same Ryzen 5600H the cinebench multi-core scores are above 9000 whereas in this laptop it never reaches to 9000 score. So CPU is capable but due to bad thermals performance is constrained.This laptop has good battery that lasts longer than average laptop battery that's a good point.Every laptop have some bad things and this laptop is no different than that.Overall quality is good.
17247,Partiksha,4,3,Value for money 🤑,India,09-Aug-22,Verified Purchase,It perfect for any aspectBut little bit heavy due to70 watt h battery which run average 6 hour simple use.And wobble is not that much problem...
18529,Josy,4,5,Solid gaming and work laptop with generous battery capacity,India,01-May-22,Verified Purchase,"The camera is very wide, so check your background before a call. Battery backup with saver and 25% brightness is 7 to 8 hours, so excellent capacity. As for gaming, you can get 50 to 70 fps on almost every triple-A game (like Yakuza Like a Dragon and Genshin Impact). As for software, it has both omen gaming hub and AMD software, so very customisable depending on the needs. The Keyboard is perfect, and the build is very sturdy though the screen wobbles sometimes."
16746,Chirag,5,One,Awesome,India,05-Oct-22,Verified Purchase,Absolutely Beast Laptop Got it Just 40k after exchanging my old laptop which makes it most VFM Battery Backup is awesome 6 to 7 hours on normal usageAnd gaming can't say as i always game on plugged inOnly Con I found is 60HZ but it's okay for casual gaming
20220,Vijendra,3,,Battery,India,25-Oct-22,Verified Purchase,Wrost ever battery lif only 3 Hur battery backup in normal use. Battery automatically down when laptops complete shutdown this is horrible.
